Composition,Crystal,Processing,Vicker,Tension0_Compression1,temperature,Yield_EXP,UTS_EXP,Elongation_EXP,Elongation_plastic_EXP,DOI,TITLE,YEAR,SOURCE,ReducedFormula,CONC0,CONC1,CONC2,CONC3,CONC4,CONC5,CONC6,CONC7,CONC8,CONC9,CONC10,CONC11,CONC12,CONC13,CONC14,Sconf,sws,Bulk,Eform,Eform_str,Eform_BOKAS,radius_TC,Hmix_TC,Gmix_TC,Hmix_str_TC,Gmix_str_TC,bcc2hcp_Gmix_TC,bcc2hcp_Gmix_TC2CPA,bcc2hcp,radius,amass,VEC,E_negativity,bcc2hcp_Gmix_TC_diff,volume,Tm_ROM,Exp_Bulk_ROM,Exp_Shear_ROM,Exp_Youngs_ROM,Exp_Poisson_ROM,Exp_Surf_ROM,Cal_Surf_ROM,E_GBR_ROM,DOS_EF_ROM,E_USF_ROM,Exp_Az_ROM,b2h_ROM,D_Surf_GBR_ROM,density,radius_TC_DELTA,volume_DELTA,Exp_Shear_ROM_DELTA,Exp_Youngs_ROM_DELTA,radius_TC_DISTORT,radius_TC_DISTORT_Max,volume_DISTORT,volume_DISTORT_Max,Exp_Shear_DISTORT,Exp_Shear_DISTORT_Max,Exp_Youngs_DISTORT,Exp_Youngs_DISTORT_Max,ShearBurger,ShearBurger_Surf,ShearBurger_D_Surf_GBR,Surf_USF,DOS_VEC,Exp_Poisson_Comp,ElasticEnergy,SH_ratio,temp_ratio,sigma_y0,delta_Eb0,Yield_MC
Ti39Cr98(FeNi)98,BCC,CAST,5.88294000,1,298.15000000,2475.41000000,,6.50000000,,10.1557/jmr.2019.40,Effects of titanium addition on microstructure and mechanical properties of CrFeNiTix (x = 0.2–0.6) compositionally complex alloys,2019,S5,Ti39Cr98(FeNi)98,0.11700000,0.29400000,0.29400000,0.29400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011468,2.67763387,196.67934180,0.01405037,0.03563557,-0.03666148,1.42892565,-0.04362251,-0.05425352,-0.02203730,-0.03266831,0.06592016,0.19378938,0.32483957,1.41694292,54.61619820,7.53153153,1.76954955,0.12786922,12.22130290,1910.39339339,163.21021021,85.49549550,216.64864865,0.27585586,2.33455255,2.75526126,1.41268769,2.43504300,0.90530631,1.55361368,0.11735135,1.34257357,7.42084485,0.04744581,0.16317591,0.25837926,0.22713620,0.03253438,0.00871040,0.10170902,0.02935800,0.20636820,0.06935421,0.18555805,0.06070286,21.48768852,9.20419996,16.00484989,3.04345749,0.32331313,1.76188106,0.17055859,5.02207759,0.15606733,3214.58613120,2.70779302,2295.27535807
Ti500Al333V166,BCC,"ball milling, Spark Plasma Sintering (SPS)",,1,298.15000000,2196.00000000,,10.60000000,,https://doi.org/10.1016/j.matchar.2023.113127,Lightweight refractory high entropy alloys with excellent specific strength and enhanced malleability by in-situ heterogeneous structure,2023,S9,Ti500Al333V166,0.50100000,0.33300000,0.16600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00008708,2.95776108,112.06588985,-0.09085485,-0.13345048,-0.19157777,1.56341986,-0.14515068,-0.15033583,-0.18774632,-0.19293147,-0.02531137,-0.01169526,-0.02530767,1.56517987,41.41605741,3.83283283,1.57828829,0.01361611,16.00720400,1645.31887888,105.47347347,38.49849850,102.66066066,0.33830831,1.87340541,2.16207708,0.54901702,3.50625896,0.36617417,1.07804405,-0.02671752,1.61306006,4.29637982,0.03127068,0.09216158,0.23120554,0.22871735,0.02413691,0.01183609,0.06282602,0.02883845,0.19645159,0.08393495,0.19289821,0.08118585,10.58659377,5.65098923,6.56304996,5.90450455,0.91479569,2.02255571,0.05069955,0.98708572,0.18121107,812.29915526,1.19635256,411.84069576
Ti90Al136Cr181Fe181Co181Cu45Ni181,MIX,CAST,,1,298.15000000,1900.00000000,2697.00000000,13.64451220,12.00000000,10.1016/j.jallcom.2008.11.059,Atomic packing efficiency and phase transition in a high entropy alloy,2009,S5,Ti90Al136Cr181Fe181Co181Cu45Ni181,0.09000000,0.13700000,0.18200000,0.18200000,0.18200000,0.04500000,0.18200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00016105,2.69816839,178.54026713,0.01377495,-0.00733148,-0.09021168,1.43384256,-0.07197330,-0.07047645,-0.09307973,-0.09158288,0.02154943,0.07336541,0.12276034,1.42780933,51.90627341,6.86532663,1.76958794,0.06104250,12.34789730,1726.49388945,152.27939698,73.19095477,189.47638191,0.29589950,2.18592161,2.50548744,1.10800302,2.48067069,0.62482513,1.46450318,0.04454087,1.39748442,6.98033451,0.05224955,0.19384055,0.37295721,0.34329764,0.03790753,0.00667052,0.12709229,0.02457652,0.31918565,0.07192473,0.30432238,0.07012346,18.45847053,8.44425091,13.20835512,4.00990187,0.36133324,1.84050358,0.13435456,3.86328552,0.17269103,3669.75841543,2.70460756,2619.45310434
Ti90Al181Cr181Fe181(CoNi)181,BCC,CAST,1.74440000,1,298.15000000,2260.00000000,3140.00000000,24.40000000,23.00000000,10.1063/1.2734517,Solid solution alloys of AlCoCrFeNiTix with excellent room-temperature mechanical properties,2007,S5,Ti90Al181Cr181Fe181(CoNi)181,0.09000000,0.18200000,0.18200000,0.18200000,0.18200000,0.18200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015228,2.70908813,182.66399450,-0.04234492,-0.06832534,-0.13272198,1.43821283,-0.10168621,-0.09906281,-0.12766664,-0.12504323,0.00798204,0.06897306,0.11794491,1.43358780,50.25260430,6.91055276,1.75647236,0.06099102,12.46114891,1707.30444221,149.38492462,72.19597990,186.76281407,0.29635176,2.15584623,2.47143216,1.09045528,2.42544507,0.62165930,1.37947805,0.04275606,1.38097688,6.69653097,0.05410457,0.20299031,0.39570772,0.36744201,0.03985473,0.00866187,0.13528005,0.03187410,0.34344381,0.09484487,0.32939130,0.09240826,18.26303736,8.47140074,13.22472343,3.97554122,0.35097700,1.84232928,0.15274719,2.55675646,0.17463201,3854.55957833,2.77821454,2770.93586280
Ti90Al90Cr181Fe181Co181Cu90Ni181,MIX,CAST,,1,298.15000000,1580.00000000,2389.00000000,18.48385093,17.00000000,10.1016/j.jallcom.2008.11.059,Atomic packing efficiency and phase transition in a high entropy alloy,2009,S5,Ti90Al90Cr181Fe181Co181Cu90Ni181,0.09100000,0.09100000,0.18200000,0.18200000,0.18200000,0.09100000,0.18200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00016327,2.68548941,175.86317489,0.03873379,0.01797716,-0.06778058,1.42862537,-0.07612722,-0.07787573,-0.09688384,-0.09863235,0.05393036,0.10681161,0.20629511,1.42109990,53.58668136,6.82394366,1.78287726,0.06118188,12.21359980,1746.50060362,155.25352113,74.23440644,192.31287726,0.29539235,2.21705936,2.54089135,1.12624447,2.53769109,0.62847183,1.54996042,0.04643726,1.41464688,7.28555381,0.05001527,0.18284729,0.34880409,0.31744055,0.03553398,0.00655292,0.11704172,0.02030110,0.29188144,0.06136054,0.27593079,0.05501115,18.65350434,8.41362424,13.18597919,4.04296776,0.37188043,1.83845912,0.13264018,3.74574173,0.17071280,3438.21933810,2.60781573,2429.98093162
Ti94Al189Cr189Fe178Ni347,BCC,CAST,,1,298.15000000,,,18.05000000,,10.1016/j.jmst.2014.09.011,Mechanical Properties Improvement of AlCrFeNi2Ti0.5 High Entropy Alloy through Annealing Design and its Relationship with its Particle-reinforced Microstructures,2015,S5,Ti94Al189Cr189Fe178Ni347,0.09400000,0.19000000,0.19000000,0.17900000,0.34800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013173,2.71639242,173.41611864,-0.07235133,-0.06315254,-0.14150435,1.43595406,-0.13116412,-0.13201931,-0.12196534,-0.12282053,0.00576311,0.08107677,0.11281714,1.43745307,49.88294032,6.99197593,1.75656971,0.07531366,12.40252897,1697.93929789,148.20461384,71.96890672,184.37612839,0.29599799,2.11376730,2.40714343,1.17035005,2.34533362,0.67002106,1.64140770,0.04984909,1.23679338,6.67868851,0.05450093,0.20930830,0.40485878,0.37692018,0.03963542,0.01277874,0.13811767,0.04648018,0.35012321,0.09851724,0.33388628,0.09522892,18.17700328,8.59933980,14.69687951,3.59263844,0.33543216,1.84090100,0.17364524,1.70521149,0.17559521,3998.57960327,2.81189683,2883.46265319
TiAl3Cr2Fe2(CoNi)2,BCC,CAST,6.28866000,1,298.15000000,1566.00000000,,11.85000000,,10.1016/j.jallcom.2019.07.100,Effects of Ti-to-Al ratios on the phases  microstructures  mechanical properties  and corrosion resistance of Al2-xCoCrFeNiTix high-entropy alloys,2019,S5,TiAl3Cr2Fe2(CoNi)2,0.08300000,0.25000000,0.16700000,0.16700000,0.16700000,0.16700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015069,2.73161653,173.72257728,-0.03922969,-0.06427497,-0.13890679,1.43738099,-0.13177071,-0.12751485,-0.15681600,-0.15256014,0.03039606,0.08406966,0.19173681,1.44550932,48.31225048,6.58333333,1.74416667,0.05367360,12.43953932,1642.91333333,143.25000000,68.33333333,177.00000000,0.30083333,2.07283333,2.36541667,1.03558333,2.28718167,0.58225000,1.35774742,0.03374425,1.32983333,6.44914832,0.05626052,0.21779216,0.44171264,0.41354363,0.04125118,0.01139523,0.14244670,0.04192984,0.37599184,0.12477528,0.36251191,0.12156951,17.27592602,8.33445012,12.99104601,4.06254473,0.34742000,1.86054827,0.15010525,1.87882980,0.18147640,4060.21026607,2.76922771,2916.30426620
TiAlCrCoCuNi,BCC,,,1,298.15000000,,1495.00000000,12.15277778,8.00000000,10.1016/j.matdes.2009.09.016,Effect of rare earth Y addition on the microstructure and mechanical properties of high entropy AlCoCrCuNiTi alloys,2010,S5,TiAlCrCoCuNi,0.16700000,0.16700000,0.16700000,0.16700000,0.16700000,0.16700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015454,2.74099914,146.46109635,0.06410170,0.02519893,-0.10556094,1.45404559,-0.05954637,-0.05849331,-0.09844914,-0.09739608,0.01190474,0.04874718,0.05932318,1.45047438,51.33620560,5.66666667,1.75000000,0.04186423,12.87723669,1651.32333333,140.83333333,64.16666667,167.33333333,0.30666667,2.05250000,2.39550000,0.88700000,2.64400000,0.47600000,1.62033633,0.01229667,1.50850000,6.61988555,0.06030975,0.21256468,0.44938068,0.41385870,0.04540458,0.01100992,0.14758606,0.03235113,0.34071233,0.07781864,0.32754462,0.07615611,16.41059530,7.99541793,10.87875061,5.03256303,0.46658824,1.88461538,0.15609450,4.28560876,0.18055216,3754.91059902,2.67141293,2671.35006812
TiAlCrFeCoCuNi,MIX,CAST,,1,298.15000000,1234.00000000,,9.00000000,,10.1016/j.msea.2008.08.025,Effects of Mn  Ti and V on the microstructure and properties of AlCrFeCoNiCu high entropy alloy,2008,S5,TiAlCrFeCoCuNi,0.14300000,0.14300000,0.14300000,0.14300000,0.14300000,0.14300000,0.14300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00016777,2.72744732,151.45692959,0.04829364,0.02619736,-0.08933450,1.44754261,-0.06617537,-0.06496702,-0.08827165,-0.08706329,0.02839579,0.06603865,0.10847457,1.44330307,51.98031909,6.00000000,1.76142857,0.04158101,12.70523443,1674.13428571,145.00000000,66.71428571,173.57142857,0.30428571,2.10457143,2.40042857,1.00028571,2.54780571,0.54800000,1.59421686,0.02280443,1.40014286,6.79368885,0.05736267,0.20409501,0.41094526,0.37973350,0.04257482,0.00964922,0.13862687,0.02838119,0.32756710,0.06932237,0.31372411,0.06768580,16.98584011,8.07092593,12.13150503,4.38034411,0.42463429,1.87474333,0.13749718,4.24424523,0.17809205,3672.16994713,2.65776939,2608.86255208
TiAlCrFeCoNi,BCC,CAST,,1,298.15000000,,2280.00000000,8.14018018,6.00000000,10.1016/j.msea.2008.12.053,Microstructure and mechanical properties of CoCrFeNiTiAlx high-entropy alloys,2009,S5,TiAlCrFeCoNi,0.16700000,0.16700000,0.16700000,0.16700000,0.16700000,0.16700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015454,2.73347579,176.69975119,-0.03699137,-0.06792615,-0.14645524,1.45181143,-0.11403247,-0.11234077,-0.14496725,-0.14327555,0.01836716,0.07106717,0.14893163,1.44649320,50.05270560,6.66666667,1.73833333,0.05270001,12.81796968,1726.88666667,145.83333333,69.83333333,180.83333333,0.29833333,2.15116667,2.47516667,1.02966667,2.64360667,0.60266667,1.35991967,0.03079400,1.44550000,6.48421956,0.06061538,0.21463251,0.40724831,0.37907981,0.04547224,0.01102611,0.14779059,0.03239893,0.34186822,0.08433988,0.32870183,0.08214437,17.83240078,8.28964164,12.33649310,4.10702434,0.39654100,1.85035629,0.16153149,2.34029735,0.17265175,4039.57409845,2.87728062,2930.15657007
TiMnAl2VCrFeCoCuNi,BCC,CAST,,1,298.15000000,1465.00000000,2016.00000000,2.00000000,,10.1016/j.msea.2006.11.049,Microstructure and compressive properties of multicomponent Alx(TiVCrMnFeCoNiCu)100−x high-entropy alloys,2007,S5,TiMnAl2VCrFeCoCuNi,0.10000000,0.10000000,0.20000000,0.10000000,0.10000000,0.10000000,0.10000000,0.10000000,0.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00018648,2.74175572,160.12693066,0.04026974,0.01800401,-0.08979528,1.45742418,-0.06738636,-0.06934189,-0.08965209,-0.09160762,0.01985929,0.05985541,0.09502140,1.45087475,49.67233172,5.70000000,1.71200000,0.04319655,12.96720929,1635.42600000,137.10000000,62.00000000,161.10000000,0.30900000,2.01140000,2.41300000,0.97680000,2.67005400,0.56990000,1.37108450,0.02715230,1.43620000,6.36088320,0.05221582,0.18973606,0.43464675,0.40349950,0.03946181,0.00846107,0.13217457,0.03128459,0.34051271,0.09124720,0.32516561,0.08874041,15.89331508,7.90161831,11.06622690,4.23407615,0.46843053,1.89435601,0.10911101,4.52564114,0.18230724,3139.63132903,2.41793988,2171.36258198
TiMnAlVCrFeCoCuNi,MIX,CAST,,1,298.15000000,1862.00000000,2431.00000000,1.00000000,,10.1016/j.msea.2006.11.049,Microstructure and compressive properties of multicomponent Alx(TiVCrMnFeCoNiCu)100−x high-entropy alloys,2007,S5,TiMnAlVCrFeCoCuNi,0.11100000,0.11100000,0.11100000,0.11100000,0.11100000,0.11100000,0.11100000,0.11100000,0.11100000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00018924,2.71684698,169.50100799,0.04884457,0.02510710,-0.07993504,1.45317885,-0.05814793,-0.06365343,-0.08188541,-0.08739090,0.02858892,0.07558322,0.11535365,1.43769361,52.19353096,6.00000000,1.72333333,0.05091521,12.85422244,1713.43777778,143.88888889,66.00000000,171.22222222,0.30444444,2.10600000,2.54788889,1.03688889,2.88318222,0.61655556,1.39898278,0.03734667,1.51100000,6.74248923,0.05139294,0.17927837,0.38536380,0.35383132,0.03825906,0.00732814,0.12386823,0.02146381,0.30455325,0.05343500,0.28786312,0.05196700,16.86940777,8.01016513,11.16439958,4.13245630,0.48053037,1.87539936,0.10910418,5.57627971,0.17400690,3057.57984814,2.44045322,2120.42417038
TiMnVCrFeCoCuNi,MIX,CAST,,1,298.15000000,1312.00000000,1312.00000000,1.00000000,,10.1016/j.msea.2006.11.049,Microstructure and compressive properties of multicomponent Alx(TiVCrMnFeCoNiCu)100−x high-entropy alloys,2007,S5,TiMnVCrFeCoCuNi,0.12500000,0.12500000,0.12500000,0.12500000,0.12500000,0.12500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00017919,2.69168523,181.21860464,0.10924797,0.08368657,-0.02625761,1.44583259,-0.01796460,-0.02936540,-0.04352600,-0.05492680,0.05656905,0.11117347,0.17689778,1.42437858,55.34503000,6.37500000,1.73750000,0.06056354,12.66026028,1810.95250000,152.37500000,71.00000000,183.87500000,0.29875000,2.22425000,2.71650000,1.11200000,3.14959250,0.67487500,1.43385563,0.05008962,1.60450000,7.25914359,0.04953939,0.16189017,0.31580405,0.28198173,0.03564822,0.00867349,0.10798362,0.02556746,0.23838373,0.04124563,0.21903144,0.03641758,18.05565261,8.11763633,11.25313344,4.02518985,0.49405373,1.85204991,0.09918262,18.06380093,0.16463712,2823.32522630,2.39560973,1947.20349046
TiNb2AlV,BCC,arc melting,,1,298.15000000,1043.00000000,,33.00000000,,https://doi.org/10.1016/j.matlet.2020.129255,A novel light-weight refractory high-entropy alloy with high specific strength and intrinsic deformability,2021,S9,TiNb2AlV,0.20000000,0.40000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011480,2.99923190,145.34755499,-0.00382133,-0.02084255,-0.11247159,1.57864707,-0.15541251,-0.16635993,-0.17243373,-0.18338115,0.04760389,0.18228714,0.20575497,1.58712528,62.32055972,4.40000000,1.59600000,0.13468324,16.47948937,2111.46400000,136.60000000,38.60000000,104.80000000,0.36800000,2.23840000,2.42260000,0.91820000,2.94758000,0.52120000,0.82783400,0.14108060,1.50440000,6.27967241,0.03451306,0.09591026,0.18652850,0.18476988,0.02717665,0.01017859,0.07381523,0.02702014,0.15376621,0.04710940,0.15329413,0.04793828,10.71788728,4.78819124,7.12436006,4.64811972,0.66990455,2.16455696,0.05020693,1.55967154,0.14120534,940.23793151,1.32684470,507.61922146
TiNbAlV,BCC,ANNEAL,4.39040000,1,298.15000000,1020.00000000,1318.00000000,6.26730769,5.00000000,10.1016/j.matlet.2014.11.162,Structure and mechanical properties of a light-weight AlNbTiV high entropy alloy,2015,S5,TiNbAlV,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,2.97383197,137.57824095,-0.01367697,-0.03495349,-0.12932554,1.56647202,-0.16034970,-0.16897133,-0.18162622,-0.19024785,0.03573901,0.14300836,0.17393051,1.57368422,54.67410465,4.25000000,1.59500000,0.10726935,16.10113658,1951.83000000,128.25000000,38.75000000,104.75000000,0.36000000,2.13425000,2.35700000,0.84025000,3.12047500,0.48300000,0.89927850,0.10135075,1.51675000,5.63864223,0.03540202,0.10279847,0.20755752,0.20667486,0.02785447,0.00879056,0.07779430,0.02743935,0.17354475,0.06032689,0.17310147,0.06080640,10.67655599,5.00248611,7.03910070,4.87991718,0.73422941,2.12500000,0.05205317,1.45412632,0.15275408,1010.19253598,1.34635092,549.88696237
TiNbAlVMo,BCC,CAST,5.26260000,1,298.15000000,1375.00000000,1400.00000000,3.00000000,,10.3390/e16020870,Microstructures and Crackling Noise of AlxNbTiMoV High Entropy Alloys,2014,S5,TiNbAlVMo,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,2.96515381,162.32238087,-0.02485541,-0.04187662,-0.12777749,1.56086791,-0.12384167,-0.13574367,-0.14086289,-0.15276489,0.05128338,0.21525063,0.24854282,1.56909193,62.92728372,4.60000000,1.70800000,0.16396725,15.92894693,2140.66400000,157.00000000,56.20000000,149.60000000,0.35000000,2.30740000,2.57640000,1.08020000,2.69386000,0.67140000,0.89992820,0.16908060,1.49620000,6.55996186,0.03222231,0.09628761,0.63405146,0.61341059,0.02498576,0.00660342,0.07152063,0.02048859,0.35716985,0.10846496,0.35029338,0.10602744,15.42905407,6.68677042,10.31216018,3.83735478,0.58562174,2.07692308,0.04685140,2.39733521,0.13927921,1302.35413614,1.82130876,817.19117810
TiNbCrFeMo,BCC,CAST,7.76160000,1,298.15000000,1647.00000000,,0.90000000,,10.1007/s40195-019-00935-x,Microstructure  Mechanical Properties  and Corrosion Behavior of MoNbFeCrV  MoNbFeCrTi  and MoNbFeVTi High-Entropy Alloys,2019,S5,TiNbCrFeMo,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,2.88727416,193.91091661,0.15344671,0.15786837,0.01777421,1.52240002,-0.00452589,-0.02392616,-0.00010423,-0.01950450,0.06954098,0.28004726,0.33417354,1.52787980,68.91089600,5.80000000,1.75800000,0.21050628,14.78001758,2315.60000000,176.20000000,81.00000000,208.00000000,0.30600000,2.49440000,2.91800000,1.41900000,2.20072800,1.00460000,0.94940220,0.22917020,1.49900000,7.74216353,0.06075515,0.17697734,0.44169244,0.42331724,0.04813219,0.01087905,0.13828718,0.03236397,0.35684264,0.08303694,0.33733050,0.07707430,21.68955454,8.69529929,14.46934926,2.90463866,0.37943586,1.88184438,0.20669971,70.95879563,0.12875713,3705.31540127,3.42210914,2798.79648827
TiNbCrMoW,BCC,POWDER,,1,298.15000000,2500.00000000,,5.79000000,,10.1007/s11837-019-03432-9,Microstructure and Mechanical Properties of WMoNbCrTi HEAs Sintered from the Powders Milled for Different Durations,2019,S5,TiNbCrMoW,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,2.94986341,217.51282286,0.13736138,0.12034016,0.01033185,1.55101636,0.00561215,-0.02638726,-0.01140906,-0.04340847,0.09675851,0.38505279,0.41496405,1.56100061,94.50989600,5.40000000,1.86400000,0.28829428,15.62923585,2692.40000000,204.20000000,96.80000000,248.00000000,0.30400000,2.74600000,3.23300000,1.60500000,1.94290000,1.16580000,0.86190220,0.32000000,1.62800000,10.04127669,0.04727160,0.12989342,0.49653020,0.48374998,0.03679496,0.01136449,0.10215948,0.03128997,0.41570526,0.09696389,0.39886909,0.09144336,26.40757788,9.61674358,16.22087093,2.77320295,0.35979630,1.87356322,0.13900151,66.53605528,0.11073763,2914.43497076,3.50845907,2213.15567236
TiNbVFeMo,BCC,CAST,6.85020000,1,298.15000000,1707.00000000,,1.70000000,,10.1007/s40195-019-00935-x,Microstructure  Mechanical Properties  and Corrosion Behavior of MoNbFeCrV  MoNbFeCrTi  and MoNbFeVTi High-Entropy Alloys,2019,S5,TiNbVFeMo,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,2.91093302,183.45671974,0.08875093,0.09317260,-0.03122588,1.53450579,-0.03575962,-0.05500803,-0.03133796,-0.05058636,0.07254494,0.24974280,0.31914638,1.54039953,68.69997600,5.60000000,1.75200000,0.17719786,15.13541036,2316.20000000,175.80000000,67.40000000,177.80000000,0.33800000,2.55880000,2.82260000,1.32900000,2.93760800,0.83740000,0.96342820,0.19917020,1.49360000,7.53723019,0.05231073,0.15465880,0.49097016,0.47433068,0.04098527,0.01120327,0.12125482,0.03334721,0.32658795,0.08851762,0.31346415,0.08636560,18.19136384,7.10933400,12.17954194,3.37067112,0.52457286,2.02114804,0.15074892,8.98318175,0.12872377,2833.31735577,2.79534596,2040.05087466
TiNbVMo,BCC,CAST,4.32180000,1,298.15000000,1200.00000000,2050.00000000,26.00000000,,10.3390/e16020870,Microstructures and Crackling Noise of AlxNbTiMoV High Entropy Alloys,2014,S5,TiNbVMo,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,2.97234691,183.96291742,0.06763625,0.04635973,-0.05221993,1.56820467,-0.02043362,-0.05698045,-0.04171015,-0.07825698,0.06977883,0.28130574,0.31405968,1.57289836,71.91372000,5.00000000,1.73250000,0.21152690,16.15462331,2442.50000000,177.25000000,63.75000000,169.50000000,0.35000000,2.59425000,2.92075000,1.24125000,3.17935000,0.80175000,0.84491025,0.22750000,1.67950000,7.39204008,0.03504607,0.10201104,0.56605232,0.54540372,0.02755678,0.00885763,0.08042601,0.02580508,0.33252063,0.12007720,0.32274026,0.11672236,17.58408460,6.77809949,10.46983305,3.64296851,0.63587000,2.07692308,0.06653545,14.27964764,0.12206755,1595.54341525,2.17748438,1067.88502027
