Composition,Crystal,Processing,Vicker,Tension0_Compression1,temperature,Yield_EXP,UTS_EXP,Elongation_EXP,Elongation_plastic_EXP,DOI,TITLE,YEAR,SOURCE,ReducedFormula,CONC0,CONC1,CONC2,CONC3,CONC4,CONC5,CONC6,CONC7,CONC8,CONC9,CONC10,CONC11,CONC12,CONC13,CONC14,Sconf,sws,Bulk,Eform,Eform_str,Eform_BOKAS,radius_TC,Hmix_TC,Gmix_TC,Hmix_str_TC,Gmix_str_TC,bcc2hcp_Gmix_TC,bcc2hcp_Gmix_TC2CPA,bcc2hcp,radius,amass,VEC,E_negativity,bcc2hcp_Gmix_TC_diff,volume,Tm_ROM,Exp_Bulk_ROM,Exp_Shear_ROM,Exp_Youngs_ROM,Exp_Poisson_ROM,Exp_Surf_ROM,Cal_Surf_ROM,E_GBR_ROM,DOS_EF_ROM,E_USF_ROM,Exp_Az_ROM,b2h_ROM,D_Surf_GBR_ROM,density,radius_TC_DELTA,volume_DELTA,Exp_Shear_ROM_DELTA,Exp_Youngs_ROM_DELTA,radius_TC_DISTORT,radius_TC_DISTORT_Max,volume_DISTORT,volume_DISTORT_Max,Exp_Shear_DISTORT,Exp_Shear_DISTORT_Max,Exp_Youngs_DISTORT,Exp_Youngs_DISTORT_Max,ShearBurger,ShearBurger_Surf,ShearBurger_D_Surf_GBR,Surf_USF,DOS_VEC,Exp_Poisson_Comp,ElasticEnergy,SH_ratio,temp_ratio,sigma_y0,delta_Eb0,Yield_MC
Ti10Nb10Al2Mo5,MIX,arc melting,,1,298.15000000,1043.00000000,1472.00000000,26.00000000,,https://doi.org/10.1016/j.msea.2022.143072,Strength-ductility synergy of Al-bearing low-density refractory TiNbMo0.5AlX medium entropy alloys via precipitation,2022,S9,Ti10Nb10Al2Mo5,0.37000000,0.37000000,0.07400000,0.18500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010691,3.03150528,160.63431480,-0.00559159,-0.03711237,-0.10034333,1.59591072,-0.07822323,-0.09534360,-0.10974400,-0.12686438,0.03807540,0.18493078,0.19241717,1.60420362,71.90358804,4.66666667,1.68222222,0.14685538,17.02606881,2342.83851852,158.59259259,55.62962963,147.96296296,0.35000000,2.40259259,2.65474074,1.00081481,2.93669630,0.67092593,0.87532833,0.15077059,1.65392593,7.01270504,0.02025515,0.05425850,0.60887297,0.58847384,0.01546664,0.00518802,0.03983350,0.01359523,0.32078230,0.10026557,0.31214410,0.09653933,15.61534535,6.49937297,9.44138132,3.95683136,0.62929206,2.07692308,0.02130890,3.20189646,0.12726016,600.01493330,1.31465653,322.23462930
Ti133Al200Cr166Fe166(CoNi)166,BCC,CAST,6.26808000,1,298.15000000,1503.00000000,,7.73000000,,10.1016/j.jallcom.2019.07.100,Effects of Ti-to-Al ratios on the phases  microstructures  mechanical properties  and corrosion resistance of Al2-xCoCrFeNiTix high-entropy alloys,2019,S5,Ti133Al200Cr166Fe166(CoNi)166,0.13300000,0.20100000,0.16600000,0.16600000,0.16600000,0.16600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015366,2.73267413,175.41599955,-0.03949528,-0.06807425,-0.14706473,1.44599868,-0.12383328,-0.12154742,-0.15241225,-0.15012639,0.02470746,0.07771496,0.17104017,1.44606898,49.33827090,6.62988967,1.74052156,0.05300750,12.66462388,1692.73721163,144.73721163,69.19358074,179.19959880,0.29937813,2.11905918,2.43029488,1.03142126,2.50014026,0.59410331,1.35881623,0.03187014,1.39887362,6.46905767,0.05892748,0.21582572,0.42160305,0.39346719,0.04384812,0.00920844,0.14574656,0.03366257,0.35638870,0.10091068,0.34309075,0.09829719,17.59829262,8.30476695,12.58033060,4.09069407,0.37710134,1.85460688,0.15695189,2.10051057,0.17613484,4044.61834376,2.83157310,2921.89361892
Ti142Al285Cr142Fe142(CoNi)142,BCC,CAST,6.30140000,1,298.15000000,,1030.00000000,6.09574468,5.00000000,10.1016/j.msea.2008.12.053,Microstructure and mechanical properties of CoCrFeNiTiAlx high-entropy alloys,2009,S5,Ti142Al285Cr142Fe142(CoNi)142,0.14300000,0.28600000,0.14300000,0.14300000,0.14300000,0.14300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015068,2.76806115,162.19286591,-0.03552112,-0.06408416,-0.15383714,1.45451722,-0.12241345,-0.11603793,-0.15097649,-0.14460097,0.01250359,0.05385395,0.12889872,1.46479499,46.73694994,6.13969849,1.71988945,0.04135035,12.88977118,1612.83638191,135.79698492,63.53366834,164.90452261,0.30575879,2.00871759,2.29175779,0.94434573,2.37173325,0.53761005,1.32543875,0.01708454,1.34741206,6.02094352,0.06059870,0.22478078,0.47974158,0.45117592,0.04536630,0.01223323,0.15232394,0.04453023,0.38666550,0.13412641,0.37407892,0.13063487,16.25397663,8.09171818,12.06310758,4.26286262,0.38629474,1.88084312,0.15562944,1.98530998,0.18486066,3994.76527743,2.74445815,2862.53581908
Ti153Al230Cr153Fe153(CoNi)153,BCC,CAST,,1,298.15000000,,2110.00000000,11.58646617,10.00000000,10.1016/j.msea.2008.12.053,Microstructure and mechanical properties of CoCrFeNiTiAlx high-entropy alloys,2009,S5,Ti153Al230Cr153Fe153(CoNi)153,0.15400000,0.23100000,0.15400000,0.15400000,0.15400000,0.15400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015330,2.75198174,168.88835142,-0.03705937,-0.06671706,-0.15386639,1.44986590,-0.13990734,-0.13758070,-0.16956503,-0.16723840,0.03583095,0.08241961,0.20662148,1.45628613,48.26729871,6.38291457,1.72840201,0.04658866,12.76650796,1665.47497487,140.42914573,66.44120603,172.25628141,0.30233166,2.07446332,2.37640804,0.98372462,2.49721329,0.56763618,1.34135302,0.02341198,1.39268342,6.27812947,0.06122867,0.22400357,0.44734262,0.41913103,0.04557430,0.01024768,0.15096011,0.03730263,0.36928805,0.11235666,0.35645915,0.10943182,16.94346296,8.16763682,12.16605493,4.18649854,0.39123401,1.86669164,0.15835346,1.82494217,0.17901800,4116.66809592,2.82180895,2971.30889749
Ti181Al90Cr181Fe181(CoNi)181,BCC,CAST,,1,298.15000000,,1600.00000000,11.49532710,10.00000000,10.1016/j.msea.2008.12.053,Microstructure and mechanical properties of CoCrFeNiTiAlx high-entropy alloys,2009,S5,Ti181Al90Cr181Fe181(CoNi)181,0.18200000,0.09000000,0.18200000,0.18200000,0.18200000,0.18200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015228,2.71332163,185.93140546,-0.02896740,-0.06163389,-0.12202848,1.44470150,-0.12446993,-0.12866583,-0.15713642,-0.16133232,0.05661323,0.11653575,0.27629338,1.43582807,52.16273193,7.00201005,1.75007035,0.05992252,12.63057076,1799.46412060,152.22010050,73.84221106,190.96984925,0.29360804,2.24181608,2.59188141,1.08396181,2.81661703,0.64406633,1.38186207,0.03951820,1.50791960,6.85783049,0.06086867,0.21084644,0.35598282,0.32712790,0.04487886,0.01249663,0.14179662,0.03689640,0.29816127,0.06226950,0.28435275,0.05774279,18.76375043,8.36988841,12.44346877,4.02424607,0.40225835,1.83128930,0.16528734,2.20150247,0.16568822,4114.09193020,2.94222664,3000.89798715
Ti200Al133Cr166Fe166(CoNi)166,BCC,CAST,8.39762000,1,298.15000000,1272.00000000,,3.15000000,,10.1016/j.jallcom.2019.07.100,Effects of Ti-to-Al ratios on the phases  microstructures  mechanical properties  and corrosion resistance of Al2-xCoCrFeNiTix high-entropy alloys,2019,S5,Ti200Al133Cr166Fe166(CoNi)166,0.20100000,0.13300000,0.16600000,0.16600000,0.16600000,0.16600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015366,2.73521887,177.81684992,-0.03253092,-0.06585930,-0.14090446,1.45468807,-0.11252378,-0.11241356,-0.14585217,-0.14574195,0.02556713,0.07778951,0.17200622,1.44741560,50.74180743,6.69709127,1.73581745,0.05222238,12.89431388,1760.45492477,146.82046138,70.40320963,182.29087262,0.29736209,2.18222869,2.51879940,1.02664995,2.78756824,0.61056770,1.36056797,0.02949100,1.49214945,6.53457112,0.06264315,0.21647417,0.39333063,0.36508207,0.04709249,0.01323276,0.14997004,0.03895640,0.32687024,0.06784719,0.31386479,0.06607194,18.01354415,8.25465464,12.07221178,4.12534005,0.41623567,1.84641628,0.16616624,2.40410416,0.16935963,4107.50776771,2.93053876,2993.14223101
Ti210Nb210Al157(VMo)210,BCC,CAST,5.06660000,1,298.15000000,1260.00000000,1300.00000000,8.00000000,,10.3390/e16020870,Microstructures and Crackling Noise of AlxNbTiMoV High Entropy Alloys,2014,S5,Ti210Nb210Al157(VMo)210,0.21100000,0.21100000,0.15700000,0.21100000,0.21100000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013821,2.96624867,166.92397942,-0.01521500,-0.03314106,-0.11902368,1.56248644,-0.11082011,-0.12522977,-0.12874617,-0.14315583,0.05457617,0.22865641,0.25916965,1.56967131,64.83814078,4.68505517,1.71320963,0.17408024,15.97855051,2204.84577733,161.30591775,57.80541625,153.83149448,0.35000000,2.36839519,2.64962187,1.11444534,2.79709358,0.69911735,0.88822930,0.18150278,1.53517653,6.73817936,0.03286411,0.09726245,0.62041962,0.59981965,0.02558097,0.00706561,0.07351276,0.02161268,0.35422524,0.11158140,0.34679056,0.10896747,15.88625843,6.70760459,10.34816395,3.78995294,0.59702468,2.07692308,0.04853271,2.74979334,0.13522488,1357.67046112,1.89183230,864.54941677
Ti230Al153Cr153Fe153(CoNi)153,BCC,CAST,,1,298.15000000,2220.00000000,2720.00000000,6.60000000,5.00000000,10.1063/1.2734517,Solid solution alloys of AlCoCrFeNiTix with excellent room-temperature mechanical properties,2007,S5,Ti230Al153Cr153Fe153(CoNi)153,0.23100000,0.15400000,0.15400000,0.15400000,0.15400000,0.15400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015330,2.75522617,171.65308378,-0.02904717,-0.06417411,-0.14856649,1.46461027,-0.11385621,-0.11404261,-0.14898315,-0.14916955,0.02143121,0.06711575,0.15692322,1.45800300,49.88356054,6.46030151,1.72298492,0.04568454,13.15996816,1743.45624121,142.82814070,67.83417085,175.81608040,0.30001005,2.14720704,2.47832663,0.97823015,2.82820494,0.58659598,1.34337026,0.02067225,1.50009648,6.29436611,0.06419294,0.21864197,0.41535959,0.38725261,0.04895212,0.01468886,0.15536493,0.04316150,0.33839006,0.07575907,0.32594674,0.07376242,17.47460754,8.13829652,11.64898908,4.22492945,0.43778219,1.85718388,0.16896437,2.34750111,0.17101089,4041.76836167,2.91224974,2940.65186558
Ti235Nb235Al58(VMo)235,BCC,CAST,4.50800000,1,298.15000000,1250.00000000,1500.00000000,13.00000000,,10.3390/e16020870,Microstructures and Crackling Noise of AlxNbTiMoV High Entropy Alloys,2014,S5,Ti235Nb235Al58(VMo)235,0.23500000,0.23500000,0.05800000,0.23500000,0.23500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013154,2.96841605,177.67458515,0.01638481,-0.00365520,-0.07695531,1.56645054,-0.06113178,-0.08079605,-0.08117179,-0.10083606,0.06066210,0.25836906,0.27866068,1.57081824,69.30243090,4.88376754,1.72538076,0.19770697,16.10047420,2354.79214429,171.36573146,61.55611222,163.71743487,0.35000000,2.51089679,2.82068838,1.19445190,3.03827575,0.76387275,0.86089743,0.21052442,1.62623647,7.14758280,0.03426087,0.09993720,0.58675044,0.56616054,0.02686726,0.00818179,0.07795411,0.02425234,0.34248776,0.11752928,0.33362777,0.11446642,16.95995525,6.75454097,10.42896008,3.69261555,0.62211719,2.07692308,0.05246073,5.06679679,0.12661415,1499.01613461,2.06700353,985.76913324
Ti238Nb238Al47(VCr)238,BCC,vacuum arc melting,4.52760000,1,298.15000000,1570.00000000,,50.00000000,,https://doi.org/10.1016/j.ijrmhm.2022.105784,"Microstructure and mechanical properties of lightweight AlxCrNbTiV(x = 0.2, 0.5, 0.8) refractory high entropy alloys",2022,S9,Ti238Nb238Al47(VCr)238,0.23800000,0.23800000,0.04700000,0.23800000,0.23800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013015,2.90212825,173.53901378,0.09671697,0.07644144,-0.01898437,1.54034366,-0.01204713,-0.03242593,-0.03232265,-0.05270146,0.02486414,0.23109916,0.18639896,1.53574024,59.33067623,4.90590591,1.60761762,0.20623502,15.30881171,2200.91895896,146.28028028,59.35335335,152.90690691,0.32617618,2.36000601,2.85189690,1.14142342,3.01111321,0.80062863,0.81409615,0.20899293,1.71047347,6.43557285,0.05485091,0.15551395,0.53043825,0.46843030,0.04344837,0.01282030,0.12266419,0.03568014,0.31899181,0.11003940,0.29120462,0.09997805,16.08050629,6.81375651,9.40120179,3.56207210,0.61377313,1.96813489,0.13275288,23.77680345,0.13546614,2425.95380489,2.45509997,1685.35330960
Ti2Al2V,BCC,"ball milling, Spark Plasma Sintering (SPS)",,1,298.15000000,2056.00000000,,9.10000000,,https://doi.org/10.1016/j.matchar.2023.113127,Lightweight refractory high entropy alloys with excellent specific strength and enhanced malleability by in-situ heterogeneous structure,2023,S9,Ti2Al2V,0.40000000,0.40000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009091,2.94248360,112.22694180,-0.10738987,-0.14143231,-0.20090978,1.55363278,-0.15956206,-0.16070126,-0.19360449,-0.19474369,-0.02454366,-0.00044112,-0.02364774,1.55709537,40.12771544,3.80000000,1.58600000,0.02410255,15.70846463,1586.32800000,105.20000000,37.40000000,100.00000000,0.34200000,1.82840000,2.09160000,0.58640000,3.20136000,0.36060000,1.06422500,-0.01183880,1.50520000,4.24189672,0.03150012,0.09968519,0.25059625,0.24883730,0.02409027,0.01037199,0.06599429,0.02528107,0.20800242,0.09331391,0.20515849,0.09181188,10.22013922,5.58966267,6.78988787,5.80033278,0.84246316,2.03951368,0.04902692,0.90376558,0.18794978,885.97119062,1.20849023,452.12236258
Ti2Al2V(CrMo)2,BCC,"high-energy ball milling, Spark Plasma Sintering",,1,298.15000000,1378.00000000,2085.00000000,12.90000000,,https://doi.org/10.1016/j.jallcom.2022.167659,Microstructure and strengthening mechanisms of novel lightweight TiAlV0.5CrMo refractory high-entropy alloy fabricated by mechanical alloying and spark plasma sintering,2023,S9,Ti2Al2V(CrMo)2,0.22200000,0.22200000,0.11100000,0.22200000,0.22200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013620,2.88275661,173.50641684,0.00243533,-0.01798047,-0.10267514,1.52358709,-0.06047215,-0.07397915,-0.08088796,-0.09439495,0.03171202,0.22427239,0.22152236,1.52548921,55.16786413,4.77777778,1.73000000,0.19256038,14.81461805,2009.29333333,154.88888889,74.33333333,190.66666667,0.30555556,2.19355556,2.70844444,1.17466667,2.16697778,0.86122222,0.95154456,0.18453400,1.53377778,6.18365292,0.04475334,0.13664086,0.56555602,0.54750154,0.03465871,0.01061877,0.10179764,0.03100323,0.43903711,0.11418466,0.42300893,0.11080847,19.91992619,9.08111315,12.98749172,3.14488453,0.45355349,1.88000000,0.10052302,4.52541679,0.14838550,2405.32189570,2.64747990,1707.03748051
Ti2Nb2Al(VCr)2,BCC,vacuum arc melting,4.91960000,1,298.15000000,1438.00000000,,25.50000000,,https://doi.org/10.1016/j.ijrmhm.2022.105784,"Microstructure and mechanical properties of lightweight AlxCrNbTiV(x = 0.2, 0.5, 0.8) refractory high entropy alloys",2022,S9,Ti2Nb2Al(VCr)2,0.22200000,0.22200000,0.11100000,0.22200000,0.22200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013620,2.90619140,166.96565048,0.07066127,0.05124769,-0.05159201,1.53958443,-0.06824822,-0.08772966,-0.08766179,-0.10714324,0.04339527,0.23399961,0.24660440,1.53789037,57.15594429,4.77777778,1.60777778,0.19060434,15.28618591,2115.70222222,141.55555556,57.11111111,147.33333333,0.32777778,2.27933333,2.74077778,1.09400000,2.85923333,0.75688889,0.83466111,0.19060033,1.64677778,6.20885705,0.05299626,0.15219305,0.55213171,0.49021464,0.04184131,0.01186823,0.11922975,0.03354424,0.32950235,0.10724326,0.30423482,0.09807654,15.46539270,6.78505091,9.39130520,3.62110981,0.59844419,1.97520661,0.12649066,4.22215262,0.14092248,2278.95320098,2.33072455,1558.69364061
Ti2Nb2Al(VMo)2,BCC,CAST,4.77260000,1,298.15000000,1625.00000000,1800.00000000,11.00000000,,10.3390/e16020870,Microstructures and Crackling Noise of AlxNbTiMoV High Entropy Alloys,2014,S5,Ti2Nb2Al(VMo)2,0.22200000,0.22200000,0.11100000,0.22200000,0.22200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013620,2.96741847,171.94039711,-0.00207990,-0.02099237,-0.10351293,1.56429657,-0.09202764,-0.10901404,-0.11094011,-0.12792650,0.05791219,0.24301707,0.26991233,1.57029034,66.92125540,4.77777778,1.71888889,0.18510487,16.03414794,2274.81333333,166.00000000,59.55555556,158.44444444,0.35000000,2.43488889,2.72944444,1.15177778,2.90963333,0.72933333,0.87547578,0.19504478,1.57766667,6.93054818,0.03353302,0.09844295,0.60500139,0.58442207,0.02619873,0.00758018,0.07562070,0.02284204,0.34958726,0.11459638,0.34150949,0.11177997,16.38619829,6.72975197,10.38635007,3.74238269,0.60899302,2.07692308,0.05036559,3.36665142,0.13106570,1421.45775756,1.97168626,919.20421426
Ti31Cr156(FeNi)156,MIX,CAST,3.54956000,1,298.15000000,2297.94000000,,5.80000000,,10.1557/jmr.2019.40,Effects of titanium addition on microstructure and mechanical properties of CrFeNiTix (x = 0.2–0.6) compositionally complex alloys,2019,S5,Ti31Cr156(FeNi)156,0.06200000,0.31300000,0.31300000,0.31300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010885,2.65879566,201.98583110,0.00824804,0.03647881,-0.01257671,1.41644009,0.00155276,-0.00837938,0.02978354,0.01985140,0.01966695,0.15786497,0.17606564,1.40697417,55.03659118,7.75150301,1.78384770,0.13819802,11.90373462,1908.48697395,166.71142285,88.08016032,222.91783567,0.27310621,2.34916232,2.77016433,1.47794589,2.27347102,0.93709218,1.57899889,0.13088969,1.29221844,7.67746216,0.03643386,0.12988428,0.22832333,0.19564348,0.02371977,0.00695058,0.07793795,0.02470430,0.17848138,0.06503583,0.15599108,0.05572403,21.94386581,9.34114496,16.98154521,2.95612788,0.29329422,1.75143361,0.16227434,133.78047348,0.15622323,2423.72560149,2.32449071,1656.34202753
Ti33Al299Cr166Fe166(CoNi)166,BCC,CAST,5.93390000,1,298.15000000,1324.00000000,,10.02000000,,10.1016/j.jallcom.2019.07.100,Effects of Ti-to-Al ratios on the phases  microstructures  mechanical properties  and corrosion resistance of Al2-xCoCrFeNiTix high-entropy alloys,2019,S5,Ti33Al299Cr166Fe166(CoNi)166,0.03300000,0.30000000,0.16700000,0.16700000,0.16700000,0.16700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00014385,2.73215923,171.92909902,-0.03155286,-0.05305025,-0.11881599,1.43258801,-0.08376477,-0.07713474,-0.10526217,-0.09863213,-0.01283424,0.04230684,0.05217042,1.44579651,47.26378355,6.53313253,1.74768072,0.05426010,12.31551405,1592.32698795,141.69377510,67.42971888,174.69076305,0.30233936,2.02564458,2.29930221,1.03914759,2.07246781,0.56995080,1.35643883,0.03552151,1.26015462,6.37272730,0.05264188,0.21592460,0.46199997,0.43371368,0.03850154,0.01357871,0.13912767,0.05029758,0.39428434,0.14856174,0.38066720,0.14477658,16.99063045,8.38776488,13.48297280,4.03421172,0.31722421,1.86672327,0.14322197,2.73453967,0.18724169,3978.31435103,2.69582423,2837.22678384
Ti363Nb363Al90Mo181,MIX,arc melting,,1,298.15000000,1051.00000000,1484.00000000,29.00000000,,https://doi.org/10.1016/j.msea.2022.143072,Strength-ductility synergy of Al-bearing low-density refractory TiNbMo0.5AlX medium entropy alloys via precipitation,2022,S9,Ti363Nb363Al90Mo181,0.36400000,0.36400000,0.09000000,0.18200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010880,3.03050849,159.10257829,-0.01148622,-0.04247269,-0.11286214,1.59467571,-0.09915623,-0.11588513,-0.13014270,-0.14687160,0.04597040,0.18968199,0.21891778,1.60367614,71.10753803,4.63691073,1.68072217,0.14371160,16.98657195,2317.96168506,157.09428285,55.07723170,146.51153460,0.35002006,2.38060682,2.62893380,0.99043631,2.89954403,0.66145637,0.87958479,0.14686687,1.63849749,6.95119214,0.02065432,0.05474316,0.61312376,0.59269533,0.01579916,0.00523416,0.03973088,0.01341122,0.32202280,0.09812892,0.31358521,0.09545640,15.44832206,6.48923708,9.42834648,3.97446290,0.62531806,2.07701804,0.02104505,2.54328891,0.12862594,601.17920410,1.30634406,321.68048337
Ti366Nb366Al82Mo183,MIX,arc melting,,1,298.15000000,1022.00000000,1481.00000000,31.00000000,,https://doi.org/10.1016/j.msea.2022.143072,Strength-ductility synergy of Al-bearing low-density refractory TiNbMo0.5AlX medium entropy alloys via precipitation,2022,S9,Ti366Nb366Al82Mo183,0.36700000,0.36700000,0.08200000,0.18400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010792,3.03097674,159.88517548,-0.00857188,-0.03981443,-0.10607896,1.59527119,-0.08890578,-0.10582635,-0.12014834,-0.13706891,0.04208171,0.18740900,0.20588033,1.60392393,71.50708450,4.65195587,1.68158475,0.14532728,17.00560849,2330.39743230,157.86359077,55.36810431,147.27482447,0.35000000,2.39162487,2.64189168,0.99582949,2.91741224,0.66632798,0.87748792,0.14886965,1.64606219,6.98242515,0.02046427,0.05451778,0.61109648,0.59068738,0.01564134,0.00521273,0.03979897,0.01350511,0.32157466,0.09920812,0.31303619,0.09609273,15.53570658,6.49587933,9.43810429,3.96485175,0.62713670,2.07692308,0.02118235,2.82870933,0.12793955,601.00222462,1.31106387,322.25678410
Ti373Nb373Al65Mo186,MIX,arc melting,,1,298.15000000,958.00000000,1461.00000000,31.00000000,,https://doi.org/10.1016/j.msea.2022.143072,Strength-ductility synergy of Al-bearing low-density refractory TiNbMo0.5AlX medium entropy alloys via precipitation,2022,S9,Ti373Nb373Al65Mo186,0.37400000,0.37400000,0.06500000,0.18700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010572,3.03213078,161.40107394,-0.00232888,-0.03416898,-0.09972329,1.59663790,-0.06643393,-0.08377481,-0.09827402,-0.11561490,0.03367073,0.18207081,0.17758523,1.60453462,72.32408300,4.68204614,1.68267803,0.14840008,17.04935349,2356.13319960,159.33099298,55.87963892,148.62286861,0.35002006,2.41425777,2.66835707,1.00573220,2.95871103,0.67556369,0.87295878,0.15269929,1.66262487,7.04408219,0.02001044,0.05394842,0.60631339,0.58591526,0.01526116,0.00515754,0.03983530,0.01368717,0.31959125,0.10137195,0.31084731,0.09710761,15.69267064,6.49999798,9.43849144,3.94982310,0.63192693,2.07701804,0.02143332,3.74953641,0.12654208,598.15985578,1.31736812,321.61849874
Ti377Nb377(Al14Mo47)4,MIX,arc melting,,1,298.15000000,996.00000000,1484.00000000,36.00000000,,https://doi.org/10.1016/j.msea.2022.143072,Strength-ductility synergy of Al-bearing low-density refractory TiNbMo0.5AlX medium entropy alloys via precipitation,2022,S9,Ti377Nb377(Al14Mo47)4,0.37800000,0.37800000,0.05600000,0.18800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010436,3.03271643,162.23373849,0.00094762,-0.03120167,-0.09212372,1.59734863,-0.05441604,-0.07198184,-0.08656533,-0.10413113,0.02923849,0.17933707,0.16268997,1.60484454,72.76477998,4.69839679,1.68338677,0.15009858,17.07213170,2369.96084168,160.14128257,56.17034068,149.38777555,0.35002004,2.42644790,2.68263828,1.01127355,2.98014289,0.68067435,0.87055856,0.15481219,1.67136473,7.07754863,0.01976217,0.05368348,0.60380951,0.58342104,0.01505283,0.00512447,0.03986628,0.01378574,0.31862504,0.10255319,0.30976884,0.09817002,15.78133016,6.50388174,9.44218212,3.94114790,0.63428932,2.07701794,0.02157398,4.54536440,0.12580377,597.33773587,1.32164575,321.77266476
Ti37Mn37Al200V37Cr37Fe37Co37(CuNi)37,BCC,CAST,,1,298.15000000,1461.00000000,1461.00000000,1.00000000,,10.1016/j.msea.2006.11.049,Microstructure and compressive properties of multicomponent Alx(TiVCrMnFeCoNiCu)100−x high-entropy alloys,2007,S5,Ti37Mn37Al200V37Cr37Fe37Co37(CuNi)37,0.07500000,0.07500000,0.40300000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00016549,2.80369925,138.72756677,0.03427926,0.01537836,-0.07859091,1.47471174,-0.03607014,-0.03353160,-0.05497104,-0.05243249,-0.02384558,0.00187209,-0.03386919,1.48365385,43.90813831,5.01411290,1.68608871,0.02554946,13.43414482,1457.06842742,121.57862903,52.85483871,137.95766129,0.31941532,1.79511694,2.10460484,0.83941935,2.18278101,0.46323185,1.30730094,0.00384502,1.26518548,5.42730704,0.05091244,0.19501813,0.53087115,0.49824724,0.03933685,0.01473342,0.13812160,0.05447645,0.37799656,0.15889049,0.36503150,0.15452536,13.70972439,7.63723193,10.83613791,4.54330767,0.43532745,1.93864976,0.10912662,6.68497604,0.20462320,2863.22548599,2.20873688,1925.28815565
Ti380Nb380Al47Mo190,BCC,arc melting,,1,298.15000000,1002.00000000,1351.00000000,25.00000000,,https://doi.org/10.1016/j.msea.2022.143072,Strength-ductility synergy of Al-bearing low-density refractory TiNbMo0.5AlX medium entropy alloys via precipitation,2022,S9,Ti380Nb380Al47Mo190,0.38100000,0.38100000,0.04700000,0.19100000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010299,3.03324314,163.10306939,0.00411547,-0.02832215,-0.08518547,1.59801816,-0.04256864,-0.06035574,-0.07500627,-0.09279337,0.02493629,0.17682746,0.14826087,1.60512326,73.21024746,4.71514544,1.68432297,0.15189117,17.09360793,2383.83755266,160.99498495,56.49147442,150.23069208,0.35000000,2.43873621,2.69708425,1.01724373,3.00024604,0.68607823,0.86821150,0.15703505,1.67984052,7.11193093,0.01951980,0.05347405,0.60143424,0.58106387,0.01484973,0.00509025,0.03992639,0.01388797,0.31791035,0.10376992,0.30893962,0.09926766,15.87820677,6.51083406,9.45221083,3.93116137,0.63629979,2.07692308,0.02172593,5.76767292,0.12507144,597.59352140,1.32736982,322.70358149
